first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
David,Ospina,0,0,7,110,0,0.0,20.6,0.0,0,32,2.1,1,0,0,0.2,48
Petr,Cech,0,0,115,2859,45,0.0,657.0,0.0,7,576,65.4,10,0,1,4.7,53
Damian Emiliano,Martinez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40
Laurent,Koscielny,2,0,98,2135,31,122.3,671.6,131.0,16,538,92.7,9,0,4,1.7,60
Per,Mertesacker,1,0,15,351,7,3.0,115.4,38.0,2,77,15.7,0,0,0,0.5,47
Gabriel Armando,de Abreu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Héctor,Bellerín,2,2,107,2690,41,496.8,455.2,462.0,7,538,141.5,10,0,5,10.1,59
Carl,Jenkinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45
Nacho,Monreal,4,2,119,2103,27,222.7,645.0,269.0,14,574,113.9,10,0,3,7.9,56
Rob,Holding,0,1,20,639,14,37.6,163.0,24.0,0,153,22.4,2,0,2,0.6,44
Shkodran,Mustafi,3,1,98,2021,27,118.0,757.8,200.0,10,549,107.8,9,0,5,4.8,55
Sead,Kolasinac,1,4,87,1836,26,314.2,367.4,333.0,6,423,101.6,8,0,3,6.2,58
Mesut,Özil,4,9,112,2161,36,1287.5,640.6,555.0,11,506,248.6,8,0,4,2.7,93
Santiago,Cazorla,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,69
Aaron,Ramsey,6,8,109,1556,21,404.8,514.6,654.0,10,409,157.2,8,0,0,4.0,68
Francis,Coquelin,0,0,7,164,6,16.9,22.2,8.0,0,35,4.8,0,0,0,0.5,43
Alex,Iwobi,2,5,72,1424,21,492.9,338.0,549.0,2,327,137.7,7,0,1,1.0,51
Mohamed,Elneny,0,1,21,821,12,179.9,132.0,90.0,0,145,40.2,3,1,3,3.3,42
Granit,Xhaka,1,6,93,2809,44,699.0,618.8,349.0,2,517,166.6,10,0,7,6.7,51
Jack,Wilshere,1,2,40,1114,16,254.4,236.2,165.0,2,213,65.6,3,0,6,0.7,51
Danny,Welbeck,5,2,64,1006,18,169.1,278.4,369.0,6,231,81.8,4,0,1,1.3,73
Lucas,Pérez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,74
Alexandre,Lacazette,11,4,113,1946,27,482.9,584.4,1165.0,7,437,223.0,8,0,1,6.7,102
Henrikh,Mkhitaryan,2,9,91,1367,13,616.7,423.0,292.0,8,355,133.5,10,0,2,7.3,77
Calum,Chambers,0,0,15,696,12,39.1,173.6,132.0,0,117,34.5,1,0,1,0.3,47
Reiss,Nelson,0,0,3,81,2,16.5,11.8,4.0,0,16,3.3,0,0,0,0.0,47
Ainsley,Maitland-Niles,0,0,20,665,10,89.9,120.4,33.0,0,107,24.4,3,0,0,0.1,45
Matt,Macey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Edward,Nketiah,0,0,2,11,0,0.5,5.0,17.0,0,8,2.3,0,0,0,0.0,50
Mathieu,Debuchy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Konstantinos,Mavropanos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42
Pierre-Emerick,Aubameyang,6,2,50,700,10,138.8,284.6,308.0,6,206,73.1,2,0,0,14.9,108
Joseph,Willock,0,0,2,67,1,2.8,5.8,4.0,0,6,1.3,0,0,0,0.0,45
Asmir,Begovic,0,0,98,3150,58,20.0,718.0,0.0,4,571,73.5,5,0,2,4.2,45
Artur,Boruc,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,41
Adam,Federici,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.2,40
Simon,Francis,0,0,44,2528,45,401.4,658.8,148.0,1,438,121.0,3,1,8,1.3,43
Steve,Cook,2,1,72,2494,50,64.0,797.8,235.0,7,445,109.6,4,0,5,1.1,46
Charlie,Daniels,1,2,82,2731,47,426.7,534.6,175.0,4,529,113.7,5,0,0,7.0,47
Adam,Smith,1,3,56,2067,38,345.5,455.0,144.0,3,376,94.5,2,0,6,0.5,48
Tyrone,Mings,0,0,0,135,4,0.3,22.6,2.0,0,17,2.5,0,0,1,0.2,42
Bradley,Smith,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.2,39
Nathan,Aké,2,3,93,3082,56,112.7,878.4,194.0,8,596,118.6,5,0,5,6.6,51
Harry,Arter,1,0,27,959,13,76.1,146.0,69.0,0,156,29.2,3,0,4,0.4,47
Marc,Pugh,0,0,29,897,17,181.1,90.8,222.0,0,92,49.1,4,0,2,0.1,47
Andrew,Surman,2,4,71,1653,28,203.4,405.0,95.0,7,319,70.3,4,0,2,3.2,43
Junior,Stanislas,5,3,75,1285,22,377.2,394.8,483.0,7,285,125.1,2,0,1,0.4,58
Dan,Gosling,2,1,55,1827,39,258.3,371.8,255.0,4,244,88.6,1,0,8,0.1,48
Max,Gradel,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Jordon,Ibe,2,6,82,1872,32,540.4,352.8,603.0,5,278,149.4,4,0,1,1.2,47
Lewis,Cook,0,2,54,2054,40,372.8,422.6,117.0,0,314,91.4,2,0,4,1.3,43
Ryan,Fraser,4,3,82,1733,35,592.8,423.6,369.0,10,331,138.2,1,0,0,0.7,51
Callum,Wilson,7,2,90,1797,31,275.5,354.6,680.0,10,266,130.6,5,0,0,5.5,57
Benik,Afobe,0,1,24,534,12,62.6,33.8,219.0,0,73,31.3,0,0,0,0.2,57
Lys,Mousset,2,0,32,459,13,44.0,101.6,214.0,3,94,35.8,1,0,1,0.2,49
Joshua,King,6,4,95,2180,35,490.5,500.4,761.0,8,325,175.3,6,0,2,1.8,70
Jermain,Defoe,4,1,55,1025,21,124.3,182.6,516.0,5,172,81.8,2,0,1,1.4,76
Aaron,Ramsdale,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Jack,Simpson,0,0,1,71,2,0.0,6.2,0.0,0,10,0.6,0,0,0,0.2,40
Emerson,Hyndman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Connor,Mahoney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Matt,Butcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Kyle,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Niki,Mäenpää,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.8,39
Mathew,Ryan,0,0,124,3060,47,0.0,782.8,0.0,9,632,78.2,8,0,0,3.5,46
Lewis,Dunk,1,1,82,3060,47,146.8,901.4,421.0,5,562,147.2,8,0,7,3.1,45
Shane,Duffy,0,2,87,2952,46,98.5,909.2,340.0,7,540,134.9,8,0,7,3.1,46
Uwe,Hünemeier,0,0,1,17,1,0.3,7.0,2.0,0,5,0.9,0,0,0,5.0,38
Bruno,Saltor Grau,0,0,68,1746,20,136.3,311.6,27.0,5,355,47.7,8,0,3,0.8,45
Gaëtan,Bong,0,0,48,1877,29,141.0,297.4,18.0,3,297,45.7,4,0,2,0.2,44
Liam,Rosenior,0,0,3,163,3,4.7,28.8,2.0,0,22,3.6,0,0,0,3.2,39
Connor,Goldson,0,0,5,180,4,3.5,38.8,55.0,0,33,9.7,1,0,1,2.7,39
Anthony,Knockaert,3,1,78,2055,22,484.4,361.6,471.0,6,333,131.6,9,1,4,0.5,55
Dale,Stephens,0,3,78,2880,43,250.5,575.0,175.0,2,496,100.2,8,0,5,1.2,45
Beram,Kayal,0,0,19,566,11,100.5,99.8,30.0,0,89,23.0,0,0,2,0.1,44
Steve,Sidwell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42
Solomon,March,1,3,69,1730,25,319.3,336.8,299.0,3,279,95.8,6,0,3,0.2,48
Jiri,Skalak,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47
Oliver,Norwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jamie,Murphy,0,0,6,166,4,15.5,11.8,24.0,0,25,5.1,0,0,0,0.0,47
Pascal,Groß,6,8,151,2650,42,1235.9,668.8,424.0,24,582,233.1,8,0,1,16.3,60
Glenn,Murray,12,0,109,2038,35,257.9,489.2,738.0,16,319,147.7,7,0,7,6.6,60
Tomer,Hemed,2,2,43,842,8,66.1,152.0,227.0,5,110,44.2,3,0,0,1.0,46
Sam,Baldock,0,0,2,30,1,0.8,0.4,6.0,0,4,0.7,0,0,0,0.0,49
Leonardo,Ulloa,0,0,11,140,1,64.3,31.8,31.0,0,35,12.6,0,0,0,0.3,48
Markus,Suttner,0,0,38,1178,18,105.6,187.4,17.0,3,204,30.8,4,0,0,0.4,42
Isaiah,Brown,0,0,16,302,8,86.2,33.2,25.0,0,60,14.5,0,0,0,0.0,52
Davy,Pröpper,0,3,77,2848,43,270.3,476.0,253.0,1,404,100.1,8,1,2,0.1,53
José Heriberto,Izquierdo Mena,5,4,90,1727,29,281.7,368.6,541.0,4,293,118.9,3,0,2,0.3,59
Ezequiel,Schelotto,0,0,19,1222,26,98.1,202.6,73.0,0,171,37.4,0,0,3,0.1,44
Tim,Krul,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,40
Jayson,Molumby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jürgen,Locadia,1,1,14,148,5,20.5,50.4,86.0,2,45,15.7,1,0,0,0.0,60
Tom,Heaton,0,0,8,305,4,0.0,53.4,0.0,0,48,5.3,0,0,0,1.8,47
Paul,Robinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Matthew,Lowton,0,3,80,1935,18,222.5,490.4,30.0,4,386,74.7,7,0,1,5.4,44
Ben,Mee,0,0,90,2610,27,74.5,748.6,349.0,6,491,117.3,9,0,5,9.3,49
Stephen,Ward,1,1,93,2100,19,219.3,431.6,52.0,9,423,70.5,8,0,1,9.0,48
James,Tarkowski,0,0,88,2430,22,67.3,727.2,174.0,2,460,97.3,10,0,4,5.0,46
Kevin,Long,1,2,48,1080,13,53.3,381.8,92.0,6,222,52.7,3,0,1,7.0,41
Charlie,Taylor,0,0,23,949,12,86.8,184.2,4.0,0,132,27.5,2,0,3,0.5,42
Scott,Arfield,2,2,56,1330,15,120.2,233.2,246.0,6,185,60.1,6,0,3,0.2,49
Dean,Marney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Johann Berg,Gudmundsson,2,9,108,2484,26,841.6,544.2,491.0,7,423,187.8,9,0,2,1.7,50
Steven,Defour,1,1,62,1998,17,310.8,353.8,117.0,0,353,78.4,12,0,6,0.3,54
Jeff,Hendrick,2,2,79,2126,21,342.7,237.8,286.0,1,271,86.7,9,0,1,0.2,54
Robbie,Brady,1,4,56,1277,12,477.9,273.8,221.0,7,216,97.3,6,0,3,0.4,53
Ashley,Westwood,0,0,22,755,9,86.3,110.6,62.0,0,121,25.8,1,0,2,0.1,43
Jonathan,Walters,0,0,3,36,2,0.7,1.2,12.0,0,3,1.1,0,0,0,0.1,51
Jack,Cork,2,1,91,3060,31,314.3,550.6,205.0,6,483,107.2,11,0,7,3.9,45
Sam,Vokes,4,2,58,840,10,101.6,205.6,357.0,7,161,65.6,2,0,3,2.0,57
Ashley,Barnes,8,0,82,1966,21,258.2,364.4,705.0,7,261,130.8,4,0,9,5.2,54
Aaron,Lennon,0,4,56,1597,23,187.9,206.8,261.0,0,179,65.6,5,0,2,0.3,54
Nahki,Wells,0,0,7,35,2,2.6,7.2,31.0,0,14,4.0,0,0,0,0.1,49
Phil,Bardsley,0,0,33,1125,13,117.5,229.4,35.0,0,193,38.3,4,0,5,0.4,41
Georges-Kévin,Nkoudou,0,0,9,186,1,26.2,19.4,33.0,0,17,7.4,1,0,1,0.0,54
Nick,Pope,0,0,141,2754,27,40.0,779.6,0.0,19,633,81.9,10,0,3,11.1,50
Chris,Wood,9,1,91,1406,10,181.6,395.0,594.0,17,279,117.1,8,0,1,3.3,64
Adam,Legzdins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Anders,Lindegaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
Fredrik,Ulvestad,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Aiden,O'Neill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Olivier,Giroud,6,1,63,695,8,251.0,267.4,568.0,7,233,108.5,3,0,0,1.5,82
Thibaut,Courtois,0,0,119,2880,31,0.0,474.0,0.0,2,562,47.7,13,0,1,10.2,53
Eduardo,dos Reis Carvalho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47
Willy,Caballero,0,0,9,180,3,0.0,45.6,0.0,0,43,4.5,1,0,0,0.1,48
César,Azpilicueta,2,6,157,2970,34,472.2,871.2,152.0,22,812,149.9,13,0,1,20.1,69
Gary,Cahill,0,0,61,1812,24,54.2,436.0,93.0,2,381,58.6,7,1,1,3.0,62
Marcos,Alonso,6,2,150,2675,29,543.9,635.0,715.0,13,600,189.6,12,0,5,17.4,72
David,Luiz Moreira Marinho,1,2,32,838,13,22.3,210.2,65.0,0,186,29.6,3,1,3,8.1,57
Victor,Moses,3,5,115,1841,17,271.8,369.2,426.0,7,427,106.8,9,0,1,2.1,65
Antonio,Rüdiger,2,1,101,2066,21,66.2,502.6,128.0,8,499,69.8,10,0,4,3.2,58
Eden,Hazard,12,5,161,2140,24,1039.4,866.8,1009.0,24,645,291.8,10,0,2,6.1,105
Cesc,Fàbregas,1,4,73,2040,25,1188.0,607.2,402.0,4,472,219.8,9,1,4,3.0,68
Willian,Borges Da Silva,6,8,125,1758,18,833.4,627.8,686.0,13,496,214.6,9,0,1,14.8,71
Pedro,Rodríguez Ledesma,4,2,77,1435,13,390.0,335.0,487.0,2,261,121.2,8,0,1,1.0,77
N'Golo,Kanté,1,2,91,2634,28,577.4,607.4,196.0,9,591,138.4,14,0,3,11.6,49
Michy,Batshuayi,2,1,25,351,7,39.0,99.4,123.0,3,77,25.7,1,0,0,0.5,81
Diego,Da Silva Costa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,95
Ross,Barkley,0,0,1,53,1,16.7,1.8,20.0,0,4,3.9,0,0,0,0.2,73
Kasey,Palmer,0,0,4,168,2,25.6,20.0,27.0,0,9,7.2,1,0,2,0.0,53
Daniel,Drinkwater,1,0,24,520,7,88.1,116.4,54.0,1,117,25.7,1,0,0,0.2,47
Tiemoué,Bakayoko,2,2,70,1851,21,256.3,385.2,408.0,5,322,105.2,9,1,2,1.2,49
Andreas,Christensen,0,0,76,1887,19,60.0,405.4,86.0,4,440,55.2,8,0,0,2.4,53
Charly,Musonda,0,1,6,35,0,18.5,20.6,14.0,0,15,5.0,0,0,0,0.0,48
Álvaro,Morata,11,6,118,1946,18,452.8,604.2,1118.0,13,345,217.2,11,0,7,7.8,104
Fikayo,Tomori,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Kyle,Scott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Jeremie,Boga,0,0,1,17,0,1.0,0.0,0.0,0,1,0.0,0,0,0,0.0,60
Davide,Zappacosta,1,1,56,1033,14,241.6,250.8,327.0,1,220,81.6,5,0,0,0.2,59
Ethan,Ampadu,0,0,1,10,1,0.0,7.4,0.0,0,6,0.7,0,0,0,0.0,45
Callum,Hudson-Odoi,0,0,2,27,1,1.7,8.8,27.0,0,11,3.8,0,0,0,0.0,45
Dujon,Sterling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Emerson,Palmieri dos Santos,0,1,7,98,1,17.9,27.8,21.0,0,28,6.7,0,0,0,0.0,52
Trevoh,Chalobah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Ruben,Loftus-Cheek,1,4,61,1606,29,337.4,296.4,411.0,2,278,104.6,4,0,1,3.1,44
Wayne,Hennessey,0,0,85,2160,40,10.0,585.2,0.0,11,453,59.6,5,0,1,2.8,44
Julian,Speroni,0,0,36,990,14,0.0,213.6,0.0,3,175,21.3,2,0,0,3.1,40
James,Tomkins,3,0,87,2116,31,21.4,664.2,247.0,9,459,93.5,7,0,6,3.5,43
Scott,Dann,1,0,32,1434,26,62.3,342.2,268.0,0,211,67.0,1,0,4,0.3,46
Joel,Ward,0,1,34,1484,25,160.5,318.8,58.0,0,252,53.8,3,0,4,0.2,47
Martin,Kelly,0,0,33,1143,20,24.7,216.2,84.0,1,182,32.6,4,0,1,0.6,42
Damien,Delaney,0,0,1,95,5,0.3,40.0,0.0,0,19,4.0,0,0,0,0.2,42
Pape,Souaré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jeffrey,Schlupp,0,1,45,1733,30,188.3,335.6,138.0,0,267,66.4,3,0,3,0.2,47
Patrick,van Aanholt,2,0,55,1921,37,262.2,379.0,233.0,2,328,87.7,4,0,7,1.8,51
Jason,Puncheon,0,0,11,574,14,93.9,46.4,112.0,0,38,25.1,0,0,5,0.3,44
Wilfried,Zaha,7,5,107,2279,30,589.8,552.0,999.0,3,319,214.1,8,0,5,7.7,69
James,McArthur,3,1,78,2186,34,278.7,380.4,475.0,6,338,113.4,5,0,4,3.4,43
Chung-yong,Lee,0,0,6,122,3,31.5,3.0,10.0,0,17,4.4,0,0,0,0.3,42
Yohan,Cabaye,0,4,66,2132,35,706.2,396.4,335.0,3,377,143.9,6,0,6,0.2,53
Bakary,Sako,3,0,36,466,10,103.1,143.2,227.0,1,115,46.9,1,0,0,0.1,48
Andros,Townsend,2,8,110,2864,47,918.1,577.6,540.0,7,512,203.8,7,0,3,1.4,56
Luka,Milivojevic,10,2,137,2809,51,350.0,828.4,422.0,21,590,160.1,6,0,7,13.7,52
Connor,Wickham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54
Christian,Benteke,2,7,77,2181,36,399.1,285.6,795.0,5,147,147.8,6,0,6,2.5,75
Mamadou,Sakho,1,1,59,1327,22,16.6,352.6,77.0,13,314,44.8,4,0,1,0.5,46
Timothy,Fosu-Mensah,0,0,39,1592,29,103.7,326.6,43.0,3,279,47.4,2,0,2,1.0,44
Jairo,Riedewald,0,0,23,435,6,21.5,74.4,12.0,0,100,10.6,2,0,0,0.1,46
Jason,Lokilo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Olayinka Fredrick Oladotun,Ladapo,0,0,1,16,1,1.1,0.4,0.0,0,3,0.2,0,0,0,1.0,45
Sullay,Kaikai,0,0,1,13,0,0.3,5.2,0.0,0,5,0.6,0,0,0,0.1,43
Keshi,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45
Levi,Lumeka,0,0,1,25,0,0.5,4.2,18.0,0,3,2.3,0,0,0,0.0,44
Jordon,Mutch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Dion,Henry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Aaron,Wan-Bissaka,0,0,12,537,10,44.3,173.8,2.0,0,91,21.9,1,0,1,0.0,45
Jaroslaw,Jach,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43
Erdal,Rakip,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48
Alexander,Sørloth,0,0,8,360,9,74.0,48.6,102.0,0,25,22.5,0,0,0,0.1,55
Nya,Kirby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Diego,Cavalieri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
James,Daly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Theo,Walcott,2,2,47,1005,15,217.1,243.8,352.0,3,184,81.4,2,0,2,2.8,68
Jordan,Pickford,0,0,129,3060,54,30.1,813.8,4.0,16,650,84.8,8,0,0,8.5,49
Joel,Robles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42
Maarten,Stekelenburg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,42
Leighton,Baines,2,2,59,1549,30,278.0,335.0,87.0,5,296,70.0,3,0,1,4.0,56
Seamus,Coleman,0,1,24,675,8,76.3,139.8,29.0,0,123,24.6,2,0,0,0.5,64
Phil,Jagielka,0,0,44,1714,35,22.4,439.6,73.0,4,331,53.5,4,0,2,2.6,47
Matthew,Pennington,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Ramiro,Funes Mori,0,0,1,14,0,0.1,7.2,0.0,0,4,0.7,0,0,0,0.0,49
Ashley,Williams,1,0,56,1830,31,39.0,518.0,132.0,3,332,68.9,5,1,3,2.1,52
Mason,Holgate,0,0,37,1183,14,93.9,285.8,105.0,0,214,48.5,4,0,3,1.1,40
Jonjoe,Kenny,0,2,50,1589,31,184.5,362.4,47.0,2,309,59.5,5,0,2,2.2,40
Michael,Keane,0,1,64,2199,42,46.4,614.8,90.0,8,430,75.3,5,0,2,5.1,53
Yannick,Bolasie,1,1,32,738,14,94.3,87.8,169.0,0,75,34.7,3,0,0,0.2,64
Kevin,Mirallas,0,0,5,135,8,20.2,16.4,42.0,0,19,7.9,0,0,1,0.8,60
James,McCarthy,0,0,6,204,6,19.3,33.8,4.0,0,41,5.8,0,0,0,0.0,49
Muhamed,Besic,0,0,2,46,0,11.5,18.2,0.0,0,10,3.0,0,0,0,0.1,42
Morgan,Schneiderlin,0,0,45,1803,34,134.6,304.0,28.0,1,290,46.6,5,1,3,0.5,47
Idrissa,Gueye,1,1,65,2389,41,248.3,469.2,139.0,2,467,85.6,7,1,5,0.8,48
Tom,Davies,1,2,53,1655,20,152.2,193.0,205.0,0,179,54.0,6,0,6,0.4,51
